experiment,condition_id,condition_label,trial,frequency_hz,sample_amount_ml,effective_depth_cm,success,energy_wh,target_depth_cm
substrate,muddy,泥质底床,2,2.0,30.20978769336867,13.863237965047846,False,,15.0
substrate,muddy,泥质底床,3,2.0,28.64316647417631,13.72858122874878,True,,15.0
substrate,muddy,泥质底床,4,2.0,30.821376254618745,12.673787047206202,True,,15.0
substrate,muddy,泥质底床,5,2.0,29.485059358923895,14.2844341103044,True,,15.0
substrate,muddy,泥质底床,6,2.0,32.49703162323214,14.866735106127832,True,,15.0
substrate,muddy,泥质底床,7,2.0,34.27695638859325,14.208917468395493,True,,15.0
substrate,muddy,泥质底床,8,2.0,30.177048675697282,13.18986181042698,True,,15.0
substrate,muddy,泥质底床,9,2.0,29.4111146101564,13.727560780120408,True,,15.0
substrate,muddy,泥质底床,10,2.0,27.3565894309894,14.641510986523448,True,,15.0
substrate,muddy,泥质底床,11,2.0,27.51883458243558,14.754240999436995,True,,15.0
substrate,muddy,泥质底床,12,2.0,27.940264140006,14.370182673237327,True,,15.0
substrate,muddy,泥质底床,13,2.0,27.899014351479522,13.938154680116465,True,,15.0
substrate,muddy,泥质底床,14,2.0,28.165103195504273,14.002350226196977,True,,15.0
substrate,muddy,泥质底床,15,2.0,30.499630120401648,13.915987859002653,True,,15.0
substrate,muddy,泥质底床,16,2.0,31.699503914918512,14.502152394742971,True,,15.0
substrate,muddy,泥质底床,17,2.0,31.373285607878305,13.837338963155926,True,,15.0
substrate,muddy,泥质底床,18,2.0,29.51717697733934,14.546503251221706,True,,15.0
substrate,muddy,泥质底床,19,2.0,27.53424579981871,13.58649373370343,True,,15.0
substrate,muddy,泥质底床,20,2.0,29.173957775251388,14.467386270127353,False,,15.0
substrate,muddy,泥质底床,21,2.0,29.04238560154761,14.318058000729334,True,,15.0
substrate,muddy,泥质底床,22,2.0,31.554542054334714,14.142838336185207,True,,15.0
substrate,muddy,泥质底床,23,2.0,29.815583351775278,14.751925455326129,True,,15.0
substrate,muddy,泥质底床,24,2.0,29.522381551343738,13.663723876472384,True,,15.0
substrate,muddy,泥质底床,25,2.0,28.12586309844366,15.172575247675733,False,,15.0
substrate,muddy,泥质底床,26,2.0,31.245764702585728,13.237973928245632,False,,15.0
substrate,muddy,泥质底床,27,2.0,31.93049186844424,13.85767009740739,True,,15.0
substrate,muddy,泥质底床,28,2.0,31.67581893141024,14.164419354121373,True,,15.0
substrate,muddy,泥质底床,29,2.0,28.18803779922403,15.159386915173522,True,,15.0
substrate,muddy,泥质底床,30,2.0,28.537531345660792,13.628810197466727,False,,15.0
substrate,muddy,泥质底床,31,2.0,31.24474180585492,14.637073010528159,True,,15.0
substrate,muddy,泥质底床,32,2.0,31.129068426670003,14.878083314771068,True,,15.0
substrate,muddy,泥质底床,33,2.0,30.699786034936626,14.680615559079543,True,,15.0
substrate,muddy,泥质底床,34,2.0,30.368932685180102,14.064321807388234,True,,15.0
substrate,muddy,泥质底床,35,2.0,30.64510621132087,15.020580988850492,True,,15.0
substrate,muddy,泥质底床,36,2.0,31.35858943280036,13.96447566857077,True,,15.0
substrate,muddy,泥质底床,37,2.0,30.223991896398534,14.637415721454131,False,,15.0
substrate,muddy,泥质底床,38,2.0,29.222819564267542,14.468357859538092,True,,15.0
substrate,muddy,泥质底床,39,2.0,32.321281319347996,13.313183155577855,True,,15.0
substrate,muddy,泥质底床,40,2.0,28.52238561115955,13.524285645500841,True,,15.0
substrate,muddy,泥质底床,41,2.0,29.61680436081329,14.185767136157077,True,,15.0
substrate,muddy,泥质底床,42,2.0,31.716347219804916,13.316840103315421,True,,15.0
substrate,muddy,泥质底床,43,2.0,29.29793766636687,13.86042434034488,True,,15.0
substrate,muddy,泥质底床,44,2.0,31.71587980470656,14.050528452972552,True,,15.0
substrate,muddy,泥质底床,45,2.0,28.298033729538368,13.89999339510983,True,,15.0
substrate,muddy,泥质底床,46,2.0,29.646564623301686,14.597826440123264,False,,15.0
substrate,muddy,泥质底床,47,2.0,31.893464602470335,14.813203731122707,True,,15.0
substrate,muddy,泥质底床,48,2.0,29.98744043078212,14.140214383904292,True,,15.0
substrate,muddy,泥质底床,49,2.0,30.183772140616554,14.36260115071977,True,,15.0
substrate,muddy,泥质底床,50,2.0,30.846615164494402,14.33748364785683,True,,15.0
substrate,muddy,泥质底床,51,2.0,29.97850788874181,13.663725550723662,True,,15.0
substrate,muddy,泥质底床,52,2.0,30.094213518483567,13.923227270665473,True,,15.0
substrate,muddy,泥质底床,53,2.0,29.48925510193941,13.907114513149628,True,,15.0
substrate,muddy,泥质底床,54,2.0,28.800154616824464,13.231069930356767,False,,15.0
substrate,muddy,泥质底床,55,2.0,29.151694557512638,13.681963720875878,True,,15.0
substrate,muddy,泥质底床,56,2.0,31.007162360101127,14.589252947608921,True,,15.0
substrate,muddy,泥质底床,57,2.0,28.139412106019957,14.210072349569709,True,,15.0
substrate,muddy,泥质底床,58,2.0,28.826519906768503,14.712868582428648,True,,15.0
substrate,muddy,泥质底床,59,2.0,30.96884699580867,13.567670317815143,False,,15.0
substrate,muddy,泥质底床,60,2.0,31.038022218205448,14.467179669987244,True,,15.0
substrate,muddy,泥质底床,61,2.0,29.44396670468672,14.399019509181569,True,,15.0
substrate,muddy,泥质底床,62,2.0,28.820629389891167,13.987018219522776,True,,15.0
substrate,muddy,泥质底床,63,2.0,29.76769093973822,14.033125207834157,True,,15.0
substrate,muddy,泥质底床,64,2.0,27.71237982351741,13.899632881857162,True,,15.0
substrate,muddy,泥质底床,65,2.0,31.62128297643312,13.53667846152168,False,,15.0
substrate,muddy,泥质底床,66,2.0,30.055041089622343,14.58269233016767,True,,15.0
substrate,muddy,泥质底床,67,2.0,29.06567459110726,14.971837673397,True,,15.0
substrate,muddy,泥质底床,68,2.0,27.67254950162271,15.075356884324302,True,,15.0
substrate,muddy,泥质底床,69,2.0,30.637599464485337,14.491053593616536,True,,15.0
substrate,muddy,泥质底床,70,2.0,32.09334282448497,14.017360334442326,True,,15.0
substrate,muddy,泥质底床,71,2.0,30.38137708926554,14.706292837318866,True,,15.0
substrate,muddy,泥质底床,72,2.0,30.55686888748078,14.638478548646436,True,,15.0
substrate,muddy,泥质底床,73,2.0,30.566151688328777,14.08989792698833,True,,15.0
substrate,muddy,泥质底床,74,2.0,30.6435303486149,14.144351530399318,True,,15.0
substrate,muddy,泥质底床,75,2.0,28.46509706206971,14.773438172726427,True,,15.0
substrate,muddy,泥质底床,76,2.0,29.389462604388285,14.809776508393607,True,,15.0
substrate,muddy,泥质底床,77,2.0,27.440761947037974,14.58377613290708,True,,15.0
substrate,muddy,泥质底床,78,2.0,26.49394213816138,14.217174217134104,True,,15.0
substrate,muddy,泥质底床,79,2.0,29.966409133077672,13.420622921632598,True,,15.0
substrate,muddy,泥质底床,80,2.0,30.129243003573556,13.812728595904893,True,,15.0
substrate,muddy,泥质底床,81,2.0,30.9319399190525,14.283555169647693,True,,15.0
substrate,muddy,泥质底床,82,2.0,26.842235183569894,14.377336517870415,True,,15.0
substrate,muddy,泥质底床,83,2.0,27.963803231183558,13.081090031195583,True,,15.0
substrate,muddy,泥质底床,84,2.0,31.00793023817404,14.115045795479666,True,,15.0
substrate,muddy,泥质底床,85,2.0,28.870213948857103,14.157623297224436,True,,15.0
substrate,muddy,泥质底床,86,2.0,31.53145608268663,13.842772616719552,True,,15.0
substrate,muddy,泥质底床,87,2.0,29.083913695994948,14.1287462347373,True,,15.0
substrate,muddy,泥质底床,88,2.0,31.608155250342758,13.568450441080413,True,,15.0
substrate,muddy,泥质底床,89,2.0,29.81191386780474,13.832330499811457,True,,15.0
substrate,muddy,泥质底床,90,2.0,31.195620427762243,14.743118310617334,True,,15.0
substrate,muddy,泥质底床,91,2.0,28.507214996161323,13.700753716503648,True,,15.0
substrate,muddy,泥质底床,92,2.0,29.025729620225235,14.389848301476396,True,,15.0
substrate,muddy,泥质底床,93,2.0,30.06600794440716,14.954254841239672,True,,15.0
substrate,muddy,泥质底床,94,2.0,29.643942292276886,14.204658983661938,True,,15.0
substrate,muddy,泥质底床,95,2.0,29.022584267496192,14.05375738293794,True,,15.0
substrate,muddy,泥质底床,96,2.0,30.306025896302327,14.444867331900651,True,,15.0
substrate,muddy,泥质底床,97,2.0,27.51964523998799,14.74772678344311,False,,15.0
substrate,muddy,泥质底床,98,2.0,29.99721564530426,14.461418462126076,False,,15.0
substrate,muddy,泥质底床,99,2.0,30.65886505367982,12.715865210411764,True,,15.0
substrate,muddy,泥质底床,100,2.0,31.379209932284493,13.812449685555176,True,,15.0
substrate,mixed,混合底床,1,2.0,32.35609624697057,14.940026920142504,True,,15.0
substrate,mixed,混合底床,2,2.0,30.774439637163344,14.859526145637517,True,,15.0
substrate,mixed,混合底床,3,2.0,30.9207205361156,14.18810758209808,True,,15.0
substrate,mixed,混合底床,4,2.0,32.63652715876865,15.19086240225584,True,,15.0
substrate,mixed,混合底床,5,2.0,32.076636129936105,14.388045170561808,True,,15.0
substrate,mixed,混合底床,6,2.0,31.080039634859325,14.270930877366578,False,,15.0
substrate,mixed,混合底床,7,2.0,30.773692647504284,14.959170801532215,True,,15.0
substrate,mixed,混合底床,8,2.0,30.687806539290655,15.664676417596704,True,,15.0
substrate,mixed,混合底床,9,2.0,29.270062149565838,14.258345890508448,True,,15.0
substrate,mixed,混合底床,10,2.0,30.853184587516928,14.970128517748172,False,,15.0
substrate,mixed,混合底床,11,2.0,31.302308523673894,13.439062280670186,True,,15.0
substrate,mixed,混合底床,12,2.0,29.232991120879586,14.473162963385763,True,,15.0
substrate,mixed,混合底床,13,2.0,34.579928674616006,13.326919774749149,True,,15.0
substrate,mixed,混合底床,14,2.0,30.327373773309265,13.148569911027243,True,,15.0
substrate,mixed,混合底床,15,2.0,31.801034948799316,14.222407552439012,True,,15.0
substrate,mixed,混合底床,16,2.0,29.707460522360357,13.952652737788783,True,,15.0
substrate,mixed,混合底床,17,2.0,31.723292120922917,14.415199341105177,True,,15.0
substrate,mixed,混合底床,18,2.0,31.88750528702167,14.574916821680803,True,,15.0
substrate,mixed,混合底床,19,2.0,30.97625346631528,14.160893454087933,False,,15.0
substrate,mixed,混合底床,20,2.0,29.090276293416135,14.852612106448301,False,,15.0
substrate,mixed,混合底床,21,2.0,29.974112017730732,13.981636065958673,True,,15.0
substrate,mixed,混合底床,22,2.0,30.511498134932715,12.737079736302645,True,,15.0
substrate,mixed,混合底床,23,2.0,32.79110889636599,14.309410123671203,True,,15.0
substrate,mixed,混合底床,24,2.0,32.89688082462911,15.186256904763448,True,,15.0
substrate,mixed,混合底床,25,2.0,30.150968579477844,14.190067703538594,True,,15.0
substrate,mixed,混合底床,26,2.0,29.657844487754684,14.65789461516942,True,,15.0
substrate,mixed,混合底床,27,2.0,33.008701476148374,13.785376789516901,True,,15.0
substrate,mixed,混合底床,28,2.0,32.363107097055114,14.012350689111445,True,,15.0
substrate,mixed,混合底床,29,2.0,30.43968436081636,14.30279964295102,True,,15.0
substrate,mixed,混合底床,30,2.0,29.736892420902816,14.072864784628965,True,,15.0
substrate,mixed,混合底床,31,2.0,30.22404670208627,15.440648196663455,True,,15.0
substrate,mixed,混合底床,32,2.0,30.29263716927383,14.695105057838704,True,,15.0
substrate,mixed,混合底床,33,2.0,30.62807666674327,13.428616549485916,True,,15.0
substrate,mixed,混合底床,34,2.0,32.63980074942234,14.504811258084638,True,,15.0
substrate,mixed,混合底床,35,2.0,31.32889239143417,13.769870400326528,True,,15.0
substrate,mixed,混合底床,36,2.0,28.491789365445825,14.801087315063864,True,,15.0
substrate,mixed,混合底床,37,2.0,29.93305209586441,14.018161486923498,True,,15.0
substrate,mixed,混合底床,38,2.0,31.47304631524282,14.017883453864513,True,,15.0
substrate,mixed,混合底床,39,2.0,32.42849296481208,14.878395608713316,True,,15.0
substrate,mixed,混合底床,40,2.0,29.452373248781996,14.13552262352334,True,,15.0
substrate,mixed,混合底床,41,2.0,30.005242521687066,14.153488855348822,True,,15.0
substrate,mixed,混合底床,42,2.0,29.686956125379606,14.911424249045469,False,,15.0
substrate,mixed,混合底床,43,2.0,31.89661974136932,14.8701265971755,True,,15.0
substrate,mixed,混合底床,44,2.0,30.370788327003805,13.768474259665881,True,,15.0
substrate,mixed,混合底床,45,2.0,31.335780077895215,14.473352713905776,True,,15.0
substrate,mixed,混合底床,46,2.0,30.28178146744454,14.40821565888792,True,,15.0
substrate,mixed,混合底床,47,2.0,29.751077951374103,14.272131008192275,True,,15.0
substrate,mixed,混合底床,48,2.0,31.052638439517835,14.436123894978621,True,,15.0
substrate,mixed,混合底床,49,2.0,33.84477694975517,14.33776759802381,True,,15.0
substrate,mixed,混合底床,50,2.0,30.10765610899056,14.767151871074514,True,,15.0
substrate,mixed,混合底床,51,2.0,34.070488077193644,13.79385675064932,True,,15.0
substrate,mixed,混合底床,52,2.0,28.708646976666977,13.94875268070451,True,,15.0
substrate,mixed,混合底床,53,2.0,30.640146075251465,14.656976076673494,True,,15.0
substrate,mixed,混合底床,54,2.0,30.95349594533067,15.186032707495947,True,,15.0
substrate,mixed,混合底床,55,2.0,31.24939008998584,13.552565872980965,True,,15.0
substrate,mixed,混合底床,56,2.0,29.510891443880322,14.585074265626577,True,,15.0
substrate,mixed,混合底床,57,2.0,32.56647880362533,13.902235598118356,False,,15.0
substrate,mixed,混合底床,58,2.0,31.18254167022919,14.936605961800257,True,,15.0
substrate,mixed,混合底床,59,2.0,31.69102462404691,14.502819770630126,True,,15.0
substrate,mixed,混合底床,60,2.0,29.573948988637195,15.275886304418089,True,,15.0
substrate,mixed,混合底床,61,2.0,28.95242594039705,15.687266834854123,True,,15.0
substrate,mixed,混合底床,62,2.0,31.05021931704968,15.54122575995685,False,,15.0
substrate,mixed,混合底床,63,2.0,29.127677484894498,13.715682636491564,True,,15.0
substrate,mixed,混合底床,64,2.0,30.034810905261146,14.460175077502255,True,,15.0
substrate,mixed,混合底床,65,2.0,32.15165560940593,15.212209456058478,True,,15.0
substrate,mixed,混合底床,66,2.0,30.68906863681416,13.36679297619209,True,,15.0
substrate,mixed,混合底床,67,2.0,33.14514334394921,14.534515346114068,True,,15.0
substrate,mixed,混合底床,68,2.0,32.24020093691883,14.13687802452772,True,,15.0
substrate,mixed,混合底床,69,2.0,29.26462931998037,13.865048489855385,True,,15.0
substrate,mixed,混合底床,70,2.0,30.103493198626545,15.268217152427912,True,,15.0
substrate,mixed,混合底床,71,2.0,28.53687525093752,14.36360824530738,True,,15.0
substrate,mixed,混合底床,72,2.0,31.04485757145142,14.048857292376693,True,,15.0
substrate,mixed,混合底床,73,2.0,34.283019980123285,14.460167872763497,True,,15.0
substrate,mixed,混合底床,74,2.0,30.819133463235993,14.50154243487304,True,,15.0
substrate,mixed,混合底床,75,2.0,31.21155400809194,12.8654418817591,True,,15.0
substrate,mixed,混合底床,76,2.0,32.224539202419436,14.227457950705707,False,,15.0
substrate,mixed,混合底床,77,2.0,30.584604853669955,14.96595744597489,True,,15.0
substrate,mixed,混合底床,78,2.0,30.622910303710164,13.736403836898953,True,,15.0
substrate,mixed,混合底床,79,2.0,33.881303605917374,13.477294122454843,True,,15.0
substrate,mixed,混合底床,80,2.0,29.584265598485935,14.04867597910122,True,,15.0
substrate,mixed,混合底床,81,2.0,31.54635393107628,14.255254919117991,True,,15.0
substrate,mixed,混合底床,82,2.0,28.606561028530752,14.813497356815214,True,,15.0
substrate,mixed,混合底床,83,2.0,30.748934631040925,15.100783057029602,True,,15.0
substrate,mixed,混合底床,84,2.0,31.205524441454422,14.261476595950446,True,,15.0
substrate,mixed,混合底床,85,2.0,30.87852664018645,13.02106000531659,True,,15.0
substrate,mixed,混合底床,86,2.0,30.623694218030035,15.092399742407103,True,,15.0
substrate,mixed,混合底床,87,2.0,31.757326391687528,14.52663010432998,True,,15.0
substrate,mixed,混合底床,88,2.0,31.396263274180637,14.218266905644022,True,,15.0
substrate,mixed,混合底床,89,2.0,30.975131151044426,14.51808240216993,True,,15.0
substrate,mixed,混合底床,90,2.0,29.01362721198781,13.550153410780018,True,,15.0
substrate,mixed,混合底床,91,2.0,30.292885930237503,14.819392505554676,True,,15.0
substrate,mixed,混合底床,92,2.0,28.404832860402234,14.672064289131992,True,,15.0
substrate,mixed,混合底床,93,2.0,31.06666931084735,14.674101163615378,True,,15.0
substrate,mixed,混合底床,94,2.0,28.77098248227786,14.025217764335041,True,,15.0
substrate,mixed,混合底床,95,2.0,28.89741817339153,13.824547917790104,True,,15.0
substrate,mixed,混合底床,96,2.0,30.089441376023803,15.123423582708343,True,,15.0
substrate,mixed,混合底床,97,2.0,31.21155859196169,14.861750576760468,False,,15.0
substrate,mixed,混合底床,98,2.0,31.374359936211057,13.703613557743926,False,,15.0
substrate,mixed,混合底床,99,2.0,31.688056063205096,14.133057122067264,True,,15.0
substrate,mixed,混合底床,100,2.0,29.428707445686776,13.109972871259174,True,,15.0
substrate,high_silt,高浊度泥沙,1,2.0,30.176053023171146,14.256705049647987,True,,15.0
substrate,high_silt,高浊度泥沙,2,2.0,27.768762017236764,13.452644734340721,True,,15.0
substrate,high_silt,高浊度泥沙,3,2.0,28.36916804001892,13.799986172787104,True,,15.0
substrate,high_silt,高浊度泥沙,4,2.0,28.233436135960268,13.672855869978155,True,,15.0
substrate,high_silt,高浊度泥沙,5,2.0,27.689710268616164,13.277858417078786,False,,15.0
substrate,high_silt,高浊度泥沙,6,2.0,30.437642716471633,13.264101339946963,True,,15.0
substrate,high_silt,高浊度泥沙,7,2.0,27.31378287267127,13.645446017545586,True,,15.0
substrate,high_silt,高浊度泥沙,8,2.0,26.648028230601824,13.23008930319028,True,,15.0
substrate,high_silt,高浊度泥沙,9,2.0,26.421502718313015,13.985789789329825,True,,15.0
substrate,high_silt,高浊度泥沙,10,2.0,29.37178691095693,14.140828804056806,True,,15.0
substrate,high_silt,高浊度泥沙,11,2.0,27.13828931541588,13.467461696371965,True,,15.0
substrate,high_silt,高浊度泥沙,12,2.0,27.15698724815878,14.202587996428543,True,,15.0
substrate,high_silt,高浊度泥沙,13,2.0,28.86924552269437,13.096187285500571,True,,15.0
substrate,high_silt,高浊度泥沙,14,2.0,28.481085963304498,13.247058280595795,True,,15.0
substrate,high_silt,高浊度泥沙,15,2.0,29.47932815277299,15.059421262481454,False,,15.0
substrate,high_silt,高浊度泥沙,16,2.0,28.834745880573497,13.931921192347408,True,,15.0
substrate,high_silt,高浊度泥沙,17,2.0,29.53232282641893,13.355225675733218,True,,15.0
substrate,high_silt,高浊度泥沙,18,2.0,29.976125271995997,13.231222420464919,True,,15.0
substrate,high_silt,高浊度泥沙,19,2.0,26.108510732070595,13.429182759893108,True,,15.0
substrate,high_silt,高浊度泥沙,20,2.0,28.515765381276925,13.915511543464763,True,,15.0
substrate,high_silt,高浊度泥沙,21,2.0,28.63840164889195,13.601849491671706,True,,15.0
substrate,high_silt,高浊度泥沙,22,2.0,29.725980425537017,14.242726638754549,True,,15.0
substrate,high_silt,高浊度泥沙,23,2.0,29.018380075350944,12.646960070116375,True,,15.0
